"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER"
"2.13","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policy_monthpolicy12",-3.1056414592308e-05,2.55987510510321e-06,-12.1320038350292,7.14787399368763e-34,NA,NA
"2.14","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp16-19",0.000656211748963168,6.54877931548144e-06,100.203674204118,0,NA,NA
"2.15","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp20-24",0.000515018952015986,5.6021420418496e-06,91.9325051326167,0,NA,NA
"2.16","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp25-34",0.000330574133570439,5.24857489676081e-06,62.9835984191547,0,NA,NA
"2.17","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp35-44",0.000250037357355694,5.20701981091438e-06,48.0192828979819,0,NA,NA
"2.18","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp45-54",0.000197120759380256,5.18588828369002e-06,38.0109922537696,3.7994776611127e-316,NA,NA
"2.19","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp55-64",0.000134135841510903,5.19195502776683e-06,25.8353242263344,3.55734317614983e-147,NA,NA
"2.20","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","age_grp65-199",3.90261982105221e-05,5.17109682574026e-06,7.54698655346399,4.45444626632749e-14,NA,NA
"2.21","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp1-3",0.000616820369064697,1.13377235104876e-06,544.042521846759,0,NA,NA
"2.22","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp4-6",0.00119842075096789,2.46053820179525e-06,487.056348116645,0,NA,NA
"2.23","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp7-9",0.00167244547453031,4.51888480900162e-06,370.101373506755,0,NA,NA
"2.24","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","curr_pts_grp10-150",0.00227818971518599,6.09905574032964e-06,373.531545239305,0,NA,NA
"2.25","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month02",7.1395384248369e-05,1.81810805940361e-06,39.2690543772128,0,NA,NA
"2.26","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month03",7.57469839852074e-05,1.7774359674238e-06,42.6158721740027,0,NA,NA
"2.27","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month04",3.09029090538716e-05,1.75298517922294e-06,17.6287337851711,1.4825071955489e-69,NA,NA
"2.28","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month05",5.23410744444779e-05,1.75770576570929e-06,29.7780638065761,7.51499301793766e-195,NA,NA
"2.29","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month06",4.98087621722079e-05,1.76871651178235e-06,28.1609640891605,1.75927425897128e-174,NA,NA
"2.30","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month07",5.0532579472012e-05,1.75155021083611e-06,28.8502031853772,5.03738147984624e-183,NA,NA
"2.31","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month08",-4.48758132711398e-06,1.70693445921428e-06,-2.6290296636109,0.00856288914682549,NA,NA
"2.32","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month09",0.000130223215200476,1.83383894436016e-06,71.0112606131351,0,NA,NA
"2.33","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month10",0.000102314515136572,1.79619578888116e-06,56.9617832142359,0,NA,NA
"2.34","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month11",9.16372910499101e-05,1.8046839895648e-06,50.7774721667524,0,NA,NA
"2.35","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","month12",-0.000215175849299754,1.51460298744064e-06,-142.067492989272,0,NA,NA
"2.36","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","weekdayMonday",0.000157799432611136,1.09361063256083e-06,144.292152904209,0,NA,NA
"2.37","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","weekdayTuesday",0.000208737806766914,1.12369435186044e-06,185.760306102205,0,NA,NA
"2.38","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","weekdayWednesday",0.000238445245287021,1.14082012558473e-06,209.01213078162,0,NA,NA
"2.39","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","weekdayThursday",0.000211719343457518,1.12746410315758e-06,187.783666783338,0,NA,NA
"2.40","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","weekdayFriday",0.000171799510866293,1.10408730287461e-06,155.603194076224,0,NA,NA
"2.41","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","weekdaySaturday",3.63792156175802e-05,1.01821153452414e-06,35.7285440049371,1.42527666854305e-279,NA,NA
"2.42","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp16-19",-0.000111595469730282,9.1911794923858e-06,-12.1415831148473,6.35838443367443e-34,NA,NA
"2.43","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp20-24",-0.000119542478756857,8.01732354295758e-06,-14.9105219611429,2.8154369343322e-50,NA,NA
"2.44","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp25-34",-8.63396820623467e-05,7.53574217057186e-06,-11.4573561711699,2.16008404810747e-30,NA,NA
"2.45","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp35-44",-5.04267170092723e-05,7.48411010954792e-06,-6.73783740099441,1.60761336311013e-11,NA,NA
"2.46","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp45-54",-3.5876312092363e-05,7.45041905877913e-06,-4.81534150083659,1.4694836735647e-06,NA,NA
"2.47","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp55-64",-2.54041069900103e-05,7.45530286699778e-06,-3.40752179263784,0.000655556739166414,NA,NA
"2.48","all","Monthly 4 yr.","mnwk","with","all","Male","LPM","policyTRUE:age_grp65-199",-3.04703214179701e-06,7.4269373605566e-06,-0.410267650563388,0.681609619698667,NA,NA
"3","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","(Intercept)",-0.000112342123538979,3.33809948241845e-06,-33.6545163290302,2.67814084034664e-248,NA,NA
"3.1","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policyTRUE",8.39061184888772e-06,6.10668749083291e-07,13.74003805088,5.84451896509116e-43,NA,NA
"3.2","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy01",3.52634622540177e-05,2.23808449228743e-06,15.7560906996754,6.23740991467139e-56,NA,NA
"3.3","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy02",2.19998766973542e-05,2.19112321543375e-06,10.040456210948,1.0120505632461e-23,NA,NA
"3.4","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy03",-3.85725772228161e-06,2.11230703319569e-06,-1.82608761967998,0.0678370648217389,NA,NA
"3.5","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy04",-4.04165351732689e-05,1.94461827497718e-06,-20.7837886197707,6.06769403246374e-96,NA,NA
"3.6","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy05",-3.91713466212261e-05,1.82425207297127e-06,-21.4725515193881,2.8115428194762e-102,NA,NA
"3.7","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy06",-4.82073101035327e-05,2.16726395917701e-06,-22.2433958260621,1.30684106129766e-109,NA,NA
"3.8","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy07",-3.98110880210821e-05,2.11583241476628e-06,-18.8158040037777,5.60520726499242e-79,NA,NA
"3.9","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy08",-5.30364065255497e-05,2.07211597348122e-06,-25.5952886828274,1.72143199331439e-144,NA,NA
"3.10","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy09",-5.31654430838897e-05,1.30239748995622e-06,-40.8212112614535,0,NA,NA
"3.11","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy10",-0.000103116923035545,1.6105249929924e-06,-64.0269002245977,0,NA,NA
"3.12","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy11",-5.24837272176827e-05,2.03590454185041e-06,-25.7790707465983,1.52249642833658e-146,NA,NA
"3.13","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","policy_monthpolicy12",-2.19352536476064e-05,2.05852596206387e-06,-10.6558061699714,1.63819220168724e-26,NA,NA
"3.14","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp16-19",0.000271963019715073,3.70091299790736e-06,73.4853858679875,0,NA,NA
"3.15","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp20-24",0.000269172757119126,3.37062579521583e-06,79.8583923202575,0,NA,NA
"3.16","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp25-34",0.000209732918136348,3.23176634715813e-06,64.897302467667,0,NA,NA
"3.17","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp35-44",0.000191623142174463,3.2198873314707e-06,59.5123749522436,0,NA,NA
"3.18","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp45-54",0.00013968547057921,3.20432182524438e-06,43.5928343647432,0,NA,NA
"3.19","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp55-64",9.20086462393447e-05,3.2053518267211e-06,28.7046949019211,3.33383831563431e-181,NA,NA
"3.20","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","age_grp65-199",4.65047236549531e-05,3.20181956212003e-06,14.5244673388655,8.47991140055629e-48,NA,NA
"3.21","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","curr_pts_grp1-3",0.000434148469585314,1.21924571061717e-06,356.079554600649,0,NA,NA
"3.22","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","curr_pts_grp4-6",0.000903340125408454,3.43924176742742e-06,262.65676753634,0,NA,NA
"3.23","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","curr_pts_grp7-9",0.00127403517844347,7.67081468759468e-06,166.08863990729,0,NA,NA
"3.24","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","curr_pts_grp10-150",0.00174505540332985,1.37499325127717e-05,126.913743155389,0,NA,NA
"3.25","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month02",4.51446057769351e-05,1.41026649795248e-06,32.0114005703739,7.56828379767315e-225,NA,NA
"3.26","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month03",5.67196808795266e-05,1.38992979159086e-06,40.8075869894172,0,NA,NA
"3.27","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month04",4.24932052046272e-05,1.3841537153268e-06,30.6997732506859,5.73175544885871e-207,NA,NA
"3.28","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month05",5.28327228040968e-05,1.38841590755836e-06,38.0525190733426,7.82280717792192e-317,NA,NA
"3.29","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month06",4.1254513514832e-05,1.38355285137394e-06,29.8178081696439,2.29625148921474e-195,NA,NA
"3.30","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month07",2.51157325025278e-05,1.34708916867798e-06,18.6444469204486,1.40096688843912e-77,NA,NA
"3.31","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month08",3.37939782148678e-06,1.31998749308922e-06,2.56017412223948,0.010461973101122,NA,NA
"3.32","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month09",8.8766714795357e-05,1.44287619693857e-06,61.5206730720891,0,NA,NA
"3.33","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month10",7.6234454416169e-05,1.41562198366043e-06,53.8522679755555,0,NA,NA
"3.34","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month11",7.41639603095779e-05,1.42661183313209e-06,51.9860823996902,0,NA,NA
"3.35","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","month12",-0.000104917504447385,1.15839386724258e-06,-90.5715296103295,0,NA,NA
"3.36","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","weekdayMonday",0.000132451719090577,8.3332108657425e-07,158.944398773204,0,NA,NA
"3.37","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","weekdayTuesday",0.000175440281212159,8.73838452059625e-07,200.769696960174,0,NA,NA
"3.38","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","weekdayWednesday",0.000191284416475312,8.88367203356333e-07,215.321339816038,0,NA,NA
"3.39","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","weekdayThursday",0.000171288241704344,8.7173221743565e-07,196.491810533535,0,NA,NA
"3.40","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","weekdayFriday",0.000124388593929823,8.27190709885187e-07,150.374747253978,0,NA,NA
"3.41","all","Monthly 4 yr.","mnwk","no","all","Female","LPM","weekdaySaturday",2.15679253630183e-05,7.18046953225365e-07,30.0369290143747,3.23496731958787e-198,NA,NA
"4","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","(Intercept)",-0.000112812363236213,4.74878232520915e-06,-23.7560611353658,9.5118793735478e-125,NA,NA
"4.1","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policyTRUE",9.28347588533277e-06,6.35703783773512e-06,1.46034617416093,0.144194957934238,NA,NA
"4.2","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy01",3.53116509887694e-05,2.23806507369268e-06,15.7777588345576,4.42628994004054e-56,NA,NA
"4.3","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy02",2.20446793022299e-05,2.19111844261299e-06,10.0609254495347,8.22218099648412e-24,NA,NA
"4.4","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy03",-3.81577932983844e-06,2.11233203176412e-06,-1.80642970539612,0.0708512451100378,NA,NA
"4.5","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy04",-4.03783471097003e-05,1.94464707976521e-06,-20.7638432339998,9.19147193848114e-96,NA,NA
"4.6","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy05",-3.91363583593858e-05,1.82432375100209e-06,-21.4525291017499,4.32492228852722e-102,NA,NA
"4.7","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy06",-4.81753931943576e-05,2.16727262458114e-06,-22.2285801278315,1.81796564244824e-109,NA,NA
"4.8","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy07",-3.97825227000092e-05,2.11583021019912e-06,-18.8023228462482,7.22810357476651e-79,NA,NA
"4.9","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy08",-5.30112356934286e-05,2.0721091590879e-06,-25.5832254111377,2.34507316665363e-144,NA,NA
"4.10","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy09",-5.31434012736714e-05,1.30249776875283e-06,-40.8011457283013,0,NA,NA
"4.11","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy10",-0.00010309760163001,1.61055710369092e-06,-64.0136269578652,0,NA,NA
"4.12","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy11",-5.24672321669781e-05,2.03589587780389e-06,-25.7710783439349,1.87135969005158e-146,NA,NA
"4.13","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","policy_monthpolicy12",-2.19218282141572e-05,2.05851695297043e-06,-10.6493309090917,1.75622929679948e-26,NA,NA
"4.14","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp16-19",0.000268032017548496,5.40771150385474e-06,49.564777514007,0,NA,NA
"4.15","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp20-24",0.000269636924433808,4.92101149218721e-06,54.7929881614571,0,NA,NA
"4.16","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp25-34",0.000214793988620954,4.73112107529989e-06,45.4002307703231,0,NA,NA
"4.17","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp35-44",0.000191501315105709,4.71082756258846e-06,40.6513107434747,0,NA,NA
"4.18","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp45-54",0.000140804534461654,4.69119285610533e-06,30.0146548608432,6.31898114302647e-198,NA,NA
"4.19","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp55-64",9.15432477011702e-05,4.69305498259081e-06,19.5061102076911,9.74196949574651e-85,NA,NA
"4.20","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","age_grp65-199",4.1581045670901e-05,4.68688526206382e-06,8.8717865588609,7.19816721275588e-19,NA,NA
"4.21","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","curr_pts_grp1-3",0.000434161659723522,1.21925147292905e-06,356.088689957062,0,NA,NA
"4.22","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","curr_pts_grp4-6",0.000903411625535085,3.43927577740072e-06,262.674959499133,0,NA,NA
"4.23","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","curr_pts_grp7-9",0.00127415613893905,7.67082880147238e-06,166.104103209093,0,NA,NA
"4.24","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","curr_pts_grp10-150",0.00174529931297145,1.37503478916802e-05,126.927647701733,0,NA,NA
"4.25","all","Monthly 4 yr.","mnwk","with","all","Female","LPM","month02",4.51458026105571e-05,1.41026707205079e-06,32.0122361964438,7.36832475284117e-225,NA,NA
